CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,France,Germany,Spain,Female,Male,Exited
695,43,1,100421.1,1,1,1,101141.28,1,0,0,0,1,0
558,45,4,0.0,1,1,0,131807.14,0,0,1,0,1,0
657,39,4,80293.81,1,1,0,97192.76,1,0,0,1,0,0
755,36,8,0.0,2,1,0,176809.87,1,0,0,0,1,0
483,48,1,0.0,2,1,1,110059.38,1,0,0,0,1,0
634,35,10,0.0,1,1,0,82634.41,0,0,1,1,0,0
501,40,2,0.0,2,0,0,141946.92,1,0,0,1,0,0
648,33,5,138664.24,1,1,0,29076.27,0,1,0,0,1,0
725,39,4,160652.45,2,1,0,57643.55,1,0,0,0,1,0
757,71,0,88084.13,2,1,1,154337.47,1,0,0,1,0,0
622,39,9,83456.79,2,0,0,38882.34,1,0,0,1,0,0
553,39,1,142876.98,2,1,0,44363.42,0,0,1,1,0,0
527,31,1,112203.25,1,1,0,182266.01,1,0,0,1,0,0
471,42,3,164951.56,1,1,0,190531.77,1,0,0,0,1,0
608,27,4,153325.1,1,1,1,199953.33,0,0,1,0,1,0
785,40,3,0.0,2,1,1,96832.82,1,0,0,1,0,0
707,44,6,0.0,2,1,1,192542.17,1,0,0,1,0,0
588,59,4,0.0,2,1,1,27435.41,0,0,1,0,1,0
621,33,4,0.0,2,1,1,40299.23,0,0,1,0,1,0
613,21,7,105627.95,1,1,1,36560.51,1,0,0,1,0,0
683,32,0,138171.1,2,1,1,188203.58,0,1,0,1,0,0
739,29,1,0.0,2,1,1,164484.78,1,0,0,0,1,0
578,34,4,175111.11,1,1,1,74858.3,1,0,0,0,1,0
809,33,8,148055.74,1,0,0,199203.21,0,1,0,0,1,0
749,28,3,0.0,1,1,0,3408.7,0,0,1,1,0,0
538,31,1,0.0,2,1,0,1375.46,1,0,0,0,1,0
437,39,0,102721.49,1,0,0,22191.82,1,0,0,1,0,0
679,52,9,135870.01,2,0,0,54038.62,0,1,0,0,1,0
494,30,3,85704.95,1,0,1,27886.06,1,0,0,0,1,0
645,37,1,0.0,2,1,1,68987.55,1,0,0,1,0,0
528,35,3,156687.1,1,1,0,199320.77,1,0,0,0,1,0
647,64,1,91216.0,1,1,1,41800.18,0,0,1,1,0,0
590,32,0,127763.24,1,1,0,100717.54,1,0,0,1,0,0
850,31,6,82613.56,2,1,0,149170.92,0,0,1,0,1,0
701,42,6,86167.82,1,1,0,153342.38,1,0,0,1,0,0
761,37,7,132730.17,1,1,0,199293.01,0,0,1,0,1,0
599,41,1,0.0,2,1,0,96069.82,1,0,0,1,0,0
572,35,1,139979.07,1,1,0,185662.84,0,1,0,1,0,0
850,29,7,0.0,2,1,0,23237.25,0,0,1,1,0,0
617,38,7,0.0,1,1,1,27239.28,0,0,1,0,1,0
629,39,5,0.0,2,0,0,116748.14,0,0,1,0,1,0
548,38,0,178056.54,2,1,0,38434.73,0,0,1,0,1,0
642,55,7,0.0,2,1,1,101515.76,1,0,0,1,0,0
710,31,5,0.0,2,1,0,9561.73,0,0,1,1,0,0
718,37,7,0.0,2,1,1,55100.09,1,0,0,1,0,0
630,28,9,0.0,2,0,0,32599.35,1,0,0,0,1,0
662,37,5,0.0,2,1,0,151871.84,1,0,0,1,0,0
610,25,2,0.0,2,1,0,123723.83,1,0,0,1,0,0
581,30,1,0.0,2,1,0,199464.08,1,0,0,0,1,0
592,39,7,0.0,2,1,0,83084.33,1,0,0,0,1,0
681,18,1,98894.39,1,1,1,9596.4,1,0,0,1,0,0
792,34,1,0.0,1,0,1,86330.32,1,0,0,0,1,0
624,36,0,0.0,2,1,0,111605.9,0,0,1,1,0,0
554,27,4,0.0,2,1,1,135083.73,0,0,1,1,0,0
584,32,8,40172.91,1,1,1,137439.34,0,1,0,0,1,0
645,24,3,34547.82,1,1,1,11638.17,1,0,0,1,0,0
833,29,1,96462.25,2,0,1,48986.18,0,1,0,0,1,0
697,40,7,130334.35,2,0,1,116951.1,0,0,1,1,0,0
572,47,2,0.0,2,1,0,36099.7,1,0,0,1,0,0
501,37,4,0.0,2,0,0,12470.3,1,0,0,0,1,0
603,30,8,0.0,2,1,1,47536.46,1,0,0,0,1,0
422,41,6,153238.88,1,1,0,11663.09,1,0,0,0,1,0
633,44,7,0.0,2,1,0,29761.29,1,0,0,1,0,0
722,35,1,120171.58,1,1,0,125240.8,0,0,1,1,0,0
555,48,3,142055.41,2,0,1,79134.78,0,1,0,0,1,0
730,34,1,0.0,2,1,1,126592.01,1,0,0,0,1,0
812,24,10,0.0,2,1,1,156906.15,1,0,0,0,1,0
526,42,1,0.0,1,0,1,168486.02,1,0,0,0,1,0
564,48,5,132876.23,1,1,0,79259.77,0,0,1,0,1,0
709,24,3,110949.41,1,1,1,168515.61,1,0,0,1,0,0
605,39,7,0.0,1,0,1,119348.28,1,0,0,0,1,0
650,32,1,132187.73,2,1,1,178331.36,0,0,1,0,1,0
659,30,8,154159.51,1,1,0,40441.1,0,1,0,1,0,0
477,48,8,129250.0,2,1,1,157937.35,0,1,0,0,1,0
619,31,2,56116.3,2,0,0,2181.94,0,1,0,1,0,0
712,74,5,0.0,2,0,0,151425.82,0,0,1,0,1,0
522,34,3,0.0,2,1,1,3894.34,1,0,0,1,0,0
781,28,4,0.0,2,1,0,177703.15,1,0,0,1,0,0
670,31,1,142631.54,2,1,1,175894.24,0,1,0,0,1,0
670,33,2,141204.65,2,1,0,76257.46,1,0,0,0,1,0
734,39,3,92636.96,2,1,1,125671.29,0,0,1,1,0,0
622,39,9,0.0,2,0,1,100862.36,0,0,1,0,1,0
700,28,8,159900.38,1,0,0,22698.56,0,0,1,0,1,0
410,50,2,102278.79,2,1,0,89822.48,0,1,0,1,0,0
780,43,0,0.0,1,0,1,15705.27,1,0,0,1,0,0
786,35,3,0.0,2,1,0,92712.97,1,0,0,0,1,0
756,23,1,112568.31,1,1,1,113408.11,1,0,0,1,0,0
644,33,2,0.0,1,1,0,96420.58,1,0,0,0,1,0
850,41,1,176958.46,2,0,1,125806.3,0,1,0,0,1,0
703,38,9,99167.54,1,1,0,65720.92,0,1,0,1,0,0
676,48,3,80697.44,1,0,0,101397.86,0,1,0,0,1,0
588,38,1,124271.26,1,1,0,75969.19,1,0,0,0,1,0
497,24,6,111769.14,2,1,0,55859.27,0,1,0,0,1,0
622,37,4,0.0,2,1,0,4459.5,0,0,1,0,1,0
602,30,9,113672.18,2,0,0,102135.92,0,0,1,0,1,0
543,32,7,147256.86,1,1,0,112771.95,1,0,0,1,0,0
660,33,0,72783.42,1,0,0,181051.99,1,0,0,0,1,0
692,44,8,0.0,1,0,1,159069.37,0,0,1,1,0,0
554,31,1,0.0,2,0,1,192660.55,1,0,0,0,1,0
585,40,3,162261.01,2,1,0,137028.51,0,1,0,1,0,0
567,23,9,93522.2,1,0,1,81425.61,1,0,0,1,0,0
800,38,1,0.0,2,1,0,51553.43,0,0,1,0,1,0
505,26,8,112972.57,1,1,0,145011.62,1,0,0,0,1,0
619,33,3,100488.92,2,0,1,36446.74,0,1,0,1,0,0
757,44,4,123322.15,1,1,0,137136.29,1,0,0,1,0,0
621,42,8,68683.68,1,1,1,74157.71,0,0,1,0,1,0
543,49,6,59532.18,1,1,0,104253.56,0,1,0,0,1,0
633,50,7,88302.65,1,1,1,195937.16,0,1,0,0,1,0
501,40,5,114655.58,1,0,0,126535.92,0,1,0,0,1,0
705,35,3,0.0,2,0,1,66331.01,1,0,0,1,0,0
710,31,1,0.0,2,1,0,20081.3,1,0,0,1,0,0
725,43,2,165896.0,2,1,0,130795.52,1,0,0,0,1,0
638,32,0,0.0,2,1,0,160129.99,1,0,0,1,0,0
607,32,6,0.0,2,0,0,196062.01,1,0,0,1,0,0
757,32,9,0.0,2,1,0,115950.96,1,0,0,0,1,0
663,64,6,0.0,2,0,1,15876.52,0,0,1,0,1,0
493,48,7,0.0,2,1,0,48545.1,0,0,1,1,0,0
850,40,1,76914.21,1,1,0,174183.44,1,0,0,0,1,0
752,38,0,145974.79,2,1,1,137694.23,1,0,0,0,1,0
659,38,9,0.0,2,1,1,35701.06,0,0,1,1,0,0
646,35,1,121952.75,2,1,1,142839.82,0,1,0,1,0,0
811,35,7,0.0,1,1,1,178.19,1,0,0,1,0,0
526,35,5,0.0,2,1,1,105618.14,0,0,1,0,1,0
767,37,7,0.0,2,1,1,24734.25,0,0,1,0,1,0
548,33,1,80107.83,2,0,1,82245.67,1,0,0,1,0,0
711,36,8,0.0,2,1,0,55207.41,0,0,1,0,1,0
510,22,3,156834.34,1,0,0,44374.44,1,0,0,1,0,0
621,34,8,0.0,1,0,0,47972.65,0,0,1,0,1,0
709,35,2,0.0,2,1,0,104982.39,0,0,1,0,1,0
483,29,9,0.0,1,1,1,81634.45,1,0,0,0,1,0
450,34,2,0.0,2,1,0,175480.93,0,0,1,1,0,0
632,38,4,0.0,2,0,0,192505.62,1,0,0,0,1,0
517,39,3,0.0,2,0,1,12465.51,0,0,1,0,1,0
600,29,8,0.0,2,0,1,34747.43,1,0,0,0,1,0
752,36,1,86837.95,1,1,1,105280.55,1,0,0,1,0,0
511,33,3,0.0,2,1,0,132436.71,1,0,0,1,0,0
786,32,6,114512.59,1,1,0,15796.66,0,0,1,1,0,0
561,34,4,85141.79,2,1,1,29217.37,0,0,1,0,1,0
670,36,2,84266.44,2,0,0,38614.69,0,1,0,1,0,0
534,23,5,104822.45,1,0,1,160176.47,1,0,0,1,0,0
635,42,1,146766.72,2,0,1,164357.1,1,0,0,0,1,0
706,23,2,93301.97,2,0,1,127187.04,0,1,0,0,1,0
796,44,8,165326.2,1,1,1,57205.55,1,0,0,0,1,0
849,27,0,0.0,2,0,1,157891.86,1,0,0,0,1,0
748,36,4,141573.55,1,1,0,82158.14,0,0,1,0,1,0
648,34,3,0.0,1,1,0,54726.43,1,0,0,1,0,0
790,32,3,0.0,1,1,0,91044.47,0,0,1,0,1,0
703,43,8,0.0,2,1,0,9704.66,1,0,0,0,1,0
765,34,5,86055.17,2,1,1,104220.5,0,1,0,0,1,0
764,29,5,0.0,2,1,0,65868.28,0,0,1,0,1,0
784,31,7,0.0,2,1,1,143204.41,1,0,0,0,1,0
699,40,2,0.0,1,1,0,78387.32,0,0,1,0,1,0
544,40,7,0.0,1,0,1,161076.92,1,0,0,1,0,0
741,44,7,0.0,2,1,1,190534.76,1,0,0,1,0,0
590,30,3,0.0,2,1,0,83090.35,0,0,1,0,1,0
809,33,3,0.0,2,0,1,141426.78,0,0,1,1,0,0
596,29,6,0.0,2,1,0,116696.77,0,0,1,1,0,0
539,39,6,62052.28,1,0,1,59755.14,0,0,1,1,0,0
651,34,2,90355.12,2,0,0,193597.94,0,1,0,0,1,0
513,39,7,89039.9,2,1,1,146738.83,0,0,1,0,1,0
561,34,1,78829.53,1,1,1,12148.2,1,0,0,0,1,0
420,31,1,108377.75,2,1,1,9904.63,0,1,0,1,0,0
505,43,6,127146.68,1,0,0,137565.87,0,1,0,0,1,0
592,36,1,126477.42,1,0,0,179718.17,1,0,0,0,1,0
528,43,7,97473.87,2,1,1,159823.16,0,0,1,0,1,0
529,31,2,164003.05,2,1,1,60993.23,1,0,0,1,0,0
772,39,4,122486.11,2,1,1,140709.25,0,0,1,1,0,0
660,33,2,80462.24,1,0,0,150422.35,0,0,1,0,1,0
531,42,2,0.0,2,0,1,90537.47,1,0,0,1,0,0
689,38,2,0.0,1,1,1,82709.8,0,0,1,0,1,0
681,30,2,128393.29,1,1,1,180593.45,0,0,1,0,1,0
643,41,2,127841.52,1,1,0,172363.41,0,1,0,0,1,0
617,24,4,137295.19,2,1,1,91195.12,1,0,0,1,0,0
776,35,8,106365.29,1,1,1,148527.56,0,0,1,0,1,0
553,31,4,0.0,2,1,1,89087.4,1,0,0,1,0,0
452,35,7,0.0,2,1,0,164241.67,1,0,0,1,0,0
629,40,9,0.0,1,1,0,106.67,1,0,0,0,1,0
554,44,6,92436.86,1,1,0,126033.9,1,0,0,1,0,0
807,36,4,0.0,2,0,1,147007.33,1,0,0,1,0,0
559,40,7,144470.77,1,1,1,18917.95,0,0,1,1,0,0
584,38,3,0.0,2,1,1,4525.4,0,0,1,1,0,0
754,35,4,0.0,2,1,1,9658.41,0,0,1,0,1,0
656,33,4,0.0,2,1,0,116706.0,0,0,1,0,1,0
575,40,5,0.0,2,1,1,122488.59,1,0,0,0,1,0
734,45,2,0.0,2,1,0,99593.28,1,0,0,0,1,0
555,40,10,43028.77,1,1,0,170514.21,1,0,0,0,1,0
709,38,5,0.0,2,1,1,81452.29,1,0,0,0,1,0
660,38,5,110570.78,2,1,0,195906.59,1,0,0,1,0,0
829,50,7,0.0,2,0,1,178458.86,0,0,1,0,1,0
755,29,3,0.0,3,1,0,4733.94,1,0,0,1,0,0
793,25,3,100913.57,1,0,0,10579.72,0,0,1,0,1,0
707,29,4,0.0,2,1,0,139953.94,1,0,0,0,1,0
849,41,10,84622.13,1,1,1,198072.16,0,1,0,0,1,0
614,41,7,146997.64,2,0,0,137791.18,0,0,1,1,0,0
832,27,10,98590.25,1,1,0,30912.89,1,0,0,1,0,0
567,26,2,0.0,2,1,1,78651.55,1,0,0,1,0,0
712,79,5,108078.56,1,1,1,174118.93,0,0,1,1,0,0
472,29,8,102490.27,1,0,1,181224.56,1,0,0,0,1,0
792,25,8,142862.21,1,1,1,130639.01,0,0,1,0,1,0
700,37,7,0.0,2,1,0,17040.82,1,0,0,1,0,0
743,35,6,79388.33,1,1,1,193360.69,0,0,1,0,1,0
427,37,5,0.0,2,1,1,121485.1,1,0,0,0,1,0
731,29,10,0.0,2,1,1,162452.65,1,0,0,0,1,0
719,50,2,0.0,2,0,0,10772.13,0,0,1,0,1,0
474,30,9,0.0,2,0,0,63158.22,1,0,0,1,0,0
669,29,7,146011.4,1,0,0,50249.16,1,0,0,1,0,0
572,26,5,0.0,2,1,0,119381.41,0,0,1,1,0,0
662,20,9,104508.77,2,0,0,73107.53,0,0,1,0,1,0
714,44,7,0.0,1,0,1,6923.11,0,0,1,0,1,0
682,33,8,74963.5,1,1,1,32770.56,1,0,0,1,0,0
741,38,4,128015.83,1,1,0,58440.43,0,1,0,0,1,0
721,40,3,0.0,1,1,1,144874.67,1,0,0,0,1,0
700,37,3,77608.46,2,1,1,175373.46,1,0,0,0,1,0
691,38,9,163965.69,2,0,1,103511.26,0,1,0,0,1,0
479,37,6,118433.94,1,0,1,160060.9,0,0,1,0,1,0
774,32,9,0.0,2,1,0,10604.48,0,0,1,0,1,0
719,48,5,0.0,2,0,0,78563.66,0,0,1,1,0,0
731,70,3,0.0,2,1,1,141180.66,0,0,1,0,1,0
585,36,10,0.0,2,1,1,180318.6,0,0,1,0,1,0
695,29,9,0.0,2,1,0,111565.45,1,0,0,1,0,0
729,42,4,97495.8,2,0,0,2002.5,0,1,0,1,0,0
713,42,3,0.0,2,0,0,82565.01,1,0,0,1,0,0
555,33,5,127343.4,1,0,1,121789.3,0,0,1,0,1,0
762,69,9,183744.98,1,1,1,196993.69,0,0,1,1,0,0
510,44,6,0.0,2,1,1,175518.31,1,0,0,0,1,0
850,36,10,0.0,2,1,1,100750.03,1,0,0,1,0,0
642,36,4,0.0,2,1,1,195224.91,1,0,0,0,1,0
544,30,8,145241.63,1,1,1,80676.83,0,0,1,0,1,0
814,31,4,0.0,2,1,1,142029.17,1,0,0,1,0,0
537,39,2,0.0,2,1,1,137651.6,1,0,0,0,1,0
800,38,9,0.0,1,1,0,78744.39,0,0,1,0,1,0
791,34,7,0.0,2,1,0,96734.46,1,0,0,0,1,0
569,43,8,161546.68,2,0,1,178187.28,0,0,1,0,1,0
694,38,1,0.0,2,0,1,156858.2,1,0,0,0,1,0
639,32,9,0.0,2,1,0,111340.36,1,0,0,0,1,0
735,36,5,0.0,2,1,0,105152.17,0,0,1,0,1,0
696,27,4,87637.26,2,0,0,196111.35,1,0,0,0,1,0
850,38,2,94652.04,1,1,1,171960.76,0,0,1,0,1,0
604,40,1,84315.02,1,0,0,36209.1,1,0,0,0,1,0
782,27,3,0.0,2,1,0,143614.01,0,0,1,1,0,0
512,42,9,93955.83,2,1,0,14828.54,0,1,0,0,1,0
753,30,1,110824.52,1,1,1,57896.27,0,1,0,0,1,0
430,33,8,0.0,1,1,1,69759.91,1,0,0,1,0,0
493,38,3,134006.77,1,1,0,89578.32,1,0,0,0,1,0
779,38,7,0.0,2,1,1,138542.87,0,0,1,1,0,0
702,38,2,0.0,1,1,1,161888.63,0,0,1,1,0,0
749,22,4,94762.16,2,1,1,42241.54,0,1,0,0,1,0
752,29,4,129514.99,1,1,1,102930.46,0,1,0,0,1,0
685,20,4,104719.94,2,1,0,38691.34,1,0,0,0,1,0
625,38,7,0.0,1,1,0,164804.02,1,0,0,1,0,0
584,29,4,0.0,2,1,0,88866.92,0,0,1,1,0,0
675,35,8,0.0,2,1,1,56642.97,1,0,0,0,1,0
701,29,2,0.0,2,1,0,176943.59,1,0,0,0,1,0
723,30,3,124119.54,1,1,0,162198.32,1,0,0,0,1,0
766,44,3,116822.7,1,0,0,197643.24,0,1,0,0,1,0
717,38,7,0.0,2,1,1,158580.05,1,0,0,0,1,0
704,35,3,154206.07,2,1,1,40261.49,0,1,0,1,0,0
714,26,9,89928.99,1,1,0,46203.31,1,0,0,1,0,0
560,27,5,0.0,2,1,0,131919.48,1,0,0,1,0,0
584,26,4,0.0,2,1,0,147600.54,1,0,0,0,1,0
691,28,1,0.0,2,0,0,92865.41,1,0,0,0,1,0
575,29,4,121823.4,2,1,1,50368.87,1,0,0,0,1,0
577,40,1,0.0,2,1,1,108787.0,0,0,1,1,0,0
652,40,7,100471.34,1,1,1,124550.88,0,0,1,1,0,0
822,32,8,116358.0,1,1,0,108798.36,1,0,0,0,1,0
656,23,4,163549.63,1,0,1,21085.12,0,1,0,1,0,0
745,51,3,99183.9,1,1,1,28922.25,0,1,0,0,1,0
635,38,1,0.0,2,1,0,90605.05,0,0,1,1,0,0
582,30,2,0.0,2,1,1,132029.95,1,0,0,0,1,0
613,19,5,0.0,1,1,1,176903.35,0,0,1,0,1,0
604,41,10,0.0,2,1,1,166224.39,0,0,1,1,0,0
672,39,2,0.0,2,1,0,87372.49,1,0,0,0,1,0
701,39,9,140236.98,1,0,1,146651.99,1,0,0,0,1,0
699,27,1,0.0,2,1,0,93003.21,1,0,0,0,1,0
449,31,1,113693.0,1,0,0,82796.29,0,0,1,1,0,0
684,36,5,174180.39,1,1,0,119830.08,0,0,1,1,0,0
714,40,0,0.0,2,1,0,62762.12,1,0,0,1,0,0
654,40,5,105683.63,1,1,0,173617.09,0,0,1,0,1,0
700,37,1,135179.49,1,1,0,160670.37,1,0,0,0,1,0
721,40,7,0.0,2,1,1,122580.48,1,0,0,1,0,0
667,27,2,138032.15,1,1,0,166317.71,0,1,0,0,1,0
786,24,2,120135.55,2,1,1,125449.47,0,1,0,0,1,0
680,42,0,0.0,1,1,0,136377.21,0,0,1,0,1,0
727,47,7,0.0,2,1,0,193305.35,1,0,0,0,1,0
787,25,5,0.0,2,1,0,47307.9,1,0,0,0,1,0
806,34,6,0.0,2,0,0,100809.99,1,0,0,0,1,0
658,39,7,0.0,2,1,0,48378.4,1,0,0,0,1,0
539,39,2,0.0,2,1,1,48189.94,0,0,1,0,1,0
598,39,5,0.0,2,1,1,83103.46,0,0,1,1,0,0
776,30,6,0.0,2,0,1,63908.86,0,0,1,0,1,0
686,38,7,111484.88,1,1,1,76076.2,0,0,1,0,1,0
850,38,1,146343.98,1,0,1,103902.11,0,0,1,0,1,0
627,21,7,98993.02,1,1,1,169156.64,1,0,0,1,0,0
850,36,0,0.0,2,1,0,141242.57,0,0,1,0,1,0
724,40,6,110054.45,1,1,1,86950.72,1,0,0,1,0,0
579,28,4,0.0,2,1,1,176925.69,1,0,0,0,1,0
727,28,1,0.0,1,1,0,40357.39,0,0,1,0,1,0
591,42,9,161651.37,2,1,1,131753.97,1,0,0,0,1,0
731,30,5,0.0,2,1,0,189528.72,1,0,0,1,0,0
828,37,4,0.0,2,1,0,94845.45,1,0,0,0,1,0
561,37,1,100443.36,2,0,1,101693.73,1,0,0,0,1,0
682,54,0,83102.72,2,1,1,54132.93,0,0,1,1,0,0
850,28,1,105245.34,1,0,1,74780.13,1,0,0,1,0,0
562,35,3,142296.13,1,0,1,177112.7,0,1,0,0,1,0
695,28,5,171069.39,2,1,1,88689.4,1,0,0,0,1,0
589,39,7,0.0,2,0,0,95985.64,1,0,0,1,0,0
644,44,8,106022.73,2,0,0,148727.42,0,1,0,1,0,0
599,36,3,128960.21,2,1,1,40318.33,0,1,0,0,1,0
714,24,7,0.0,2,1,0,166335.0,1,0,0,1,0,0
577,37,2,127261.35,1,1,0,56185.05,1,0,0,0,1,0
831,34,2,0.0,2,0,0,165840.94,1,0,0,1,0,0
543,30,6,73481.05,1,1,1,176692.65,0,1,0,0,1,0
665,28,8,191402.82,2,1,0,83238.4,1,0,0,0,1,0
549,46,7,0.0,1,1,1,109057.56,1,0,0,1,0,0
803,33,6,0.0,2,1,0,115676.61,1,0,0,0,1,0
663,43,4,87624.03,2,1,0,149401.33,1,0,0,0,1,0
714,25,4,0.0,2,0,0,82500.84,1,0,0,1,0,0
635,35,2,113635.16,1,1,0,90883.12,0,0,1,0,1,0
530,36,7,0.0,2,1,0,80619.09,0,0,1,1,0,0
850,32,3,137714.25,1,0,1,159403.68,0,1,0,0,1,0
617,25,1,102585.88,2,1,1,115387.4,1,0,0,0,1,0
612,42,5,141927.1,1,1,1,43018.98,0,1,0,0,1,0
648,44,9,111369.79,2,1,1,91947.74,0,1,0,0,1,0
765,34,8,136729.51,2,0,0,47058.21,0,1,0,1,0,0
568,28,1,127289.28,1,0,0,45611.51,0,0,1,0,1,0
771,41,5,0.0,2,0,1,92914.67,0,0,1,1,0,0
728,33,8,129907.63,1,0,1,36083.96,1,0,0,0,1,0
721,35,10,0.0,2,1,0,71594.26,1,0,0,0,1,0
563,35,3,106250.72,1,0,0,39546.32,1,0,0,0,1,0
681,47,9,97023.21,1,1,1,2168.13,1,0,0,0,1,0
631,31,8,137687.72,1,1,0,190067.12,1,0,0,1,0,0
786,32,2,120452.4,2,0,0,79602.86,1,0,0,0,1,0
534,53,7,0.0,2,1,1,80619.17,1,0,0,1,0,0
708,33,8,0.0,2,0,1,15246.83,1,0,0,1,0,0
527,28,2,123802.98,2,1,1,155846.69,0,1,0,1,0,0
592,37,3,96651.03,1,1,1,3232.82,1,0,0,0,1,0
570,61,6,142105.35,1,1,1,45214.04,1,0,0,1,0,0
815,37,1,166115.42,1,1,0,67208.3,1,0,0,0,1,0
817,37,6,81070.34,2,1,0,80985.88,1,0,0,1,0,0
717,35,4,0.0,1,1,1,167573.06,1,0,0,0,1,0
698,38,2,130015.24,1,1,1,41595.3,1,0,0,0,1,0
691,34,8,133936.04,2,1,0,91359.79,1,0,0,0,1,0
720,33,9,0.0,2,1,1,142956.48,1,0,0,0,1,0
717,28,9,82498.14,2,0,0,40437.67,0,1,0,1,0,0
587,51,3,83739.32,1,0,1,148798.45,0,0,1,0,1,0
507,42,6,0.0,2,1,0,34777.23,1,0,0,0,1,0
609,33,6,94126.67,1,0,0,93718.16,0,1,0,0,1,0
786,32,9,0.0,2,1,0,133112.41,1,0,0,0,1,0
710,38,2,0.0,2,1,0,96.27,1,0,0,0,1,0
779,33,3,0.0,2,1,0,30804.68,0,0,1,0,1,0
733,44,6,168165.84,1,0,1,197193.49,1,0,0,1,0,0
583,26,10,72835.56,2,1,0,96792.15,0,1,0,1,0,0
620,38,0,0.0,2,1,1,38015.34,0,0,1,0,1,0
564,35,4,0.0,1,1,0,158937.55,1,0,0,0,1,0
620,42,9,121490.05,1,1,1,29296.74,0,0,1,0,1,0
609,39,2,139443.75,2,1,0,9234.06,0,0,1,0,1,0
683,35,5,144961.97,1,0,1,26796.73,0,1,0,0,1,0
565,34,6,0.0,1,1,1,63173.64,1,0,0,0,1,0
503,36,9,0.0,2,1,1,16274.67,0,0,1,1,0,0
686,22,8,0.0,2,0,0,142331.85,0,0,1,0,1,0
534,38,3,0.0,1,0,0,143938.27,1,0,0,0,1,0
730,37,1,0.0,2,1,1,124364.63,1,0,0,1,0,0
593,35,6,133489.12,2,1,1,78101.29,1,0,0,1,0,0
539,38,5,0.0,2,1,0,47388.41,1,0,0,0,1,0
576,19,6,0.0,2,0,0,72306.07,0,0,1,0,1,0
688,40,6,0.0,1,1,1,47886.44,1,0,0,0,1,0
786,37,7,165896.22,2,1,1,66977.68,1,0,0,0,1,0
796,50,1,94164.0,1,1,1,189414.74,1,0,0,1,0,0
598,39,1,0.0,2,1,0,159130.32,0,0,1,0,1,0
619,58,5,152199.33,1,1,1,86022.09,1,0,0,0,1,0
518,27,1,133801.49,1,1,1,143315.57,1,0,0,1,0,0
512,46,3,0.0,2,1,1,56408.14,0,0,1,1,0,0
553,31,6,0.0,2,0,0,124596.63,1,0,0,0,1,0
617,45,1,0.0,1,1,0,143298.06,0,0,1,1,0,0
508,60,7,143262.04,1,1,1,129562.74,1,0,0,1,0,0
632,40,5,147650.68,1,1,1,199674.83,1,0,0,0,1,0
754,38,2,0.0,2,0,0,3524.69,1,0,0,1,0,0
549,29,8,0.0,2,1,1,189558.44,1,0,0,1,0,0
782,41,4,0.0,1,1,0,132943.88,0,0,1,1,0,0
738,37,8,100565.94,1,1,1,128799.86,0,0,1,1,0,0
660,19,5,127649.64,1,1,1,40368.65,1,0,0,0,1,0
691,29,9,0.0,2,0,0,199635.93,1,0,0,1,0,0
703,40,7,0.0,2,0,1,122518.5,1,0,0,1,0,0
850,38,2,0.0,2,1,0,9015.07,1,0,0,1,0,0
672,34,8,0.0,2,1,1,16245.25,1,0,0,1,0,0
497,32,8,0.0,2,1,0,67364.42,1,0,0,0,1,0
655,32,9,113447.01,1,1,0,82084.3,0,1,0,0,1,0
630,33,9,0.0,2,1,0,64804.59,1,0,0,0,1,0
505,37,6,159863.9,2,0,1,125307.87,0,1,0,1,0,0
722,50,4,132088.59,1,1,1,128262.14,0,0,1,1,0,0
573,30,6,0.0,2,1,0,66190.21,1,0,0,1,0,0
653,32,4,83772.95,1,0,1,23920.65,1,0,0,1,0,0
660,31,6,172325.67,1,0,1,45438.38,1,0,0,1,0,0
617,41,7,0.0,2,0,1,14496.67,1,0,0,0,1,0
567,39,5,0.0,2,0,0,168521.72,1,0,0,0,1,0
585,36,7,0.0,2,1,0,94283.09,1,0,0,0,1,0
628,40,5,181768.32,2,1,1,129107.97,0,1,0,0,1,0
778,34,5,139064.06,2,0,0,67949.32,1,0,0,0,1,0
617,35,2,104508.1,1,1,1,147636.46,1,0,0,1,0,0
537,47,10,0.0,2,0,1,25482.62,1,0,0,0,1,0
665,37,5,160389.82,1,0,1,183542.08,1,0,0,1,0,0
641,40,5,102145.13,1,1,1,100637.07,0,0,1,0,1,0
507,33,1,113452.66,1,0,0,142911.99,1,0,0,1,0,0
701,41,10,0.0,2,1,1,146257.77,1,0,0,0,1,0
539,29,4,0.0,2,1,1,100919.19,1,0,0,1,0,0
768,54,8,69712.74,1,1,1,69381.05,1,0,0,0,1,0
653,38,8,119315.75,1,1,0,150468.35,1,0,0,0,1,0
635,38,0,103257.14,1,0,0,158344.63,0,0,1,0,1,0
749,43,1,124209.02,1,1,1,167179.48,0,0,1,1,0,0
629,32,3,0.0,2,1,1,15404.64,0,0,1,0,1,0
542,34,8,108653.93,1,0,1,144725.14,0,0,1,0,1,0
645,45,8,85325.93,1,0,0,22558.74,1,0,0,1,0,0
760,41,6,0.0,2,0,0,101491.23,0,0,1,1,0,0
717,50,9,90305.76,1,1,1,124626.57,1,0,0,0,1,0
679,37,8,77373.87,2,0,1,174873.09,0,1,0,1,0,0
